Dimension,Modalites,Indicateurs,Chapitre_annuaire,Année,Valeurs
Département / Sexe / Âges,Koun-fao / Féminin / 27 ans,Effectif de la population,Chap2.1_Population,2018,893
Département / Sexe / Âges,Koun-fao / Féminin / 28 ans,Effectif de la population,Chap2.1_Population,2018,838
Département / Sexe / Âges,Koun-fao / Féminin / 29 ans,Effectif de la population,Chap2.1_Population,2018,703
Département / Sexe / Âges,Koun-fao / Féminin / 30 ans,Effectif de la population,Chap2.1_Population,2018,1101
Département / Sexe / Âges,Koun-fao / Féminin / 31 ans,Effectif de la population,Chap2.1_Population,2018,645
Département / Sexe / Âges,Koun-fao / Féminin / 32 ans,Effectif de la population,Chap2.1_Population,2018,715
Département / Sexe / Âges,Koun-fao / Féminin / 33 ans,Effectif de la population,Chap2.1_Population,2018,795
Département / Sexe / Âges,Koun-fao / Féminin / 34 ans,Effectif de la population,Chap2.1_Population,2018,843
Département / Sexe / Âges,Koun-fao / Féminin / 35 ans,Effectif de la population,Chap2.1_Population,2018,897
Département / Sexe / Âges,Koun-fao / Féminin / 36 ans,Effectif de la population,Chap2.1_Population,2018,631
Département / Sexe / Âges,Koun-fao / Féminin / 37 ans,Effectif de la population,Chap2.1_Population,2018,591
Département / Sexe / Âges,Koun-fao / Féminin / 38 ans,Effectif de la population,Chap2.1_Population,2018,541
Département / Sexe / Âges,Koun-fao / Féminin / 39 ans,Effectif de la population,Chap2.1_Population,2018,564
Département / Sexe / Âges,Koun-fao / Féminin / 40 ans,Effectif de la population,Chap2.1_Population,2018,713
Département / Sexe / Âges,Koun-fao / Féminin / 41 ans,Effectif de la population,Chap2.1_Population,2018,495
Département / Sexe / Âges,Koun-fao / Féminin / 42 ans,Effectif de la population,Chap2.1_Population,2018,472
Département / Sexe / Âges,Koun-fao / Féminin / 43 ans,Effectif de la population,Chap2.1_Population,2018,444
Département / Sexe / Âges,Koun-fao / Féminin / 44 ans,Effectif de la population,Chap2.1_Population,2018,518
Département / Sexe / Âges,Koun-fao / Féminin / 45 ans,Effectif de la population,Chap2.1_Population,2018,573
Département / Sexe / Âges,Koun-fao / Féminin / 46 ans,Effectif de la population,Chap2.1_Population,2018,413
Département / Sexe / Âges,Koun-fao / Féminin / 47 ans,Effectif de la population,Chap2.1_Population,2018,468
Département / Sexe / Âges,Koun-fao / Féminin / 48 ans,Effectif de la population,Chap2.1_Population,2018,478
Département / Sexe / Âges,Koun-fao / Féminin / 49 ans,Effectif de la population,Chap2.1_Population,2018,502
Département / Sexe / Âges,Koun-fao / Féminin / 50 ans,Effectif de la population,Chap2.1_Population,2018,547
Département / Sexe / Âges,Koun-fao / Féminin / 51 ans,Effectif de la population,Chap2.1_Population,2018,355
Département / Sexe / Âges,Koun-fao / Féminin / 52 ans,Effectif de la population,Chap2.1_Population,2018,339
Département / Sexe / Âges,Koun-fao / Féminin / 53 ans,Effectif de la population,Chap2.1_Population,2018,362
Département / Sexe / Âges,Koun-fao / Féminin / 54 ans,Effectif de la population,Chap2.1_Population,2018,488
Département / Sexe / Âges,Koun-fao / Féminin / 55 ans,Effectif de la population,Chap2.1_Population,2018,345
Département / Sexe / Âges,Koun-fao / Féminin / 56 ans,Effectif de la population,Chap2.1_Population,2018,297
Département / Sexe / Âges,Koun-fao / Féminin / 57 ans,Effectif de la population,Chap2.1_Population,2018,251
Département / Sexe / Âges,Koun-fao / Féminin / 58 ans,Effectif de la population,Chap2.1_Population,2018,296
Département / Sexe / Âges,Koun-fao / Féminin / 59 ans,Effectif de la population,Chap2.1_Population,2018,311
Département / Sexe / Âges,Koun-fao / Féminin / 60 ans,Effectif de la population,Chap2.1_Population,2018,403
Département / Sexe / Âges,Koun-fao / Féminin / 61 ans,Effectif de la population,Chap2.1_Population,2018,247
Département / Sexe / Âges,Koun-fao / Féminin / 62 ans,Effectif de la population,Chap2.1_Population,2018,263
Département / Sexe / Âges,Koun-fao / Féminin / 63 ans,Effectif de la population,Chap2.1_Population,2018,271
Département / Sexe / Âges,Koun-fao / Féminin / 64 ans,Effectif de la population,Chap2.1_Population,2018,361
Département / Sexe / Âges,Koun-fao / Féminin / 65 ans,Effectif de la population,Chap2.1_Population,2018,301
Département / Sexe / Âges,Koun-fao / Féminin / 66 ans,Effectif de la population,Chap2.1_Population,2018,239
Département / Sexe / Âges,Koun-fao / Féminin / 67 ans,Effectif de la population,Chap2.1_Population,2018,193
Département / Sexe / Âges,Koun-fao / Féminin / 68 ans,Effectif de la population,Chap2.1_Population,2018,249
Département / Sexe / Âges,Koun-fao / Féminin / 69 ans,Effectif de la population,Chap2.1_Population,2018,243
Département / Sexe / Âges,Koun-fao / Féminin / 70 ans,Effectif de la population,Chap2.1_Population,2018,251
Département / Sexe / Âges,Koun-fao / Féminin / 71 ans,Effectif de la population,Chap2.1_Population,2018,170
Département / Sexe / Âges,Koun-fao / Féminin / 72 ans,Effectif de la population,Chap2.1_Population,2018,153
Département / Sexe / Âges,Koun-fao / Féminin / 73 ans,Effectif de la population,Chap2.1_Population,2018,155
Département / Sexe / Âges,Koun-fao / Féminin / 74 ans,Effectif de la population,Chap2.1_Population,2018,218
Département / Sexe / Âges,Koun-fao / Féminin / 75 ans,Effectif de la population,Chap2.1_Population,2018,100
Département / Sexe / Âges,Koun-fao / Féminin / 76 ans,Effectif de la population,Chap2.1_Population,2018,116
Département / Sexe / Âges,Koun-fao / Féminin / 77 ans,Effectif de la population,Chap2.1_Population,2018,81
Département / Sexe / Âges,Koun-fao / Féminin / 78 ans,Effectif de la population,Chap2.1_Population,2018,77
Département / Sexe / Âges,Koun-fao / Féminin / 79 ans,Effectif de la population,Chap2.1_Population,2018,85
Département / Sexe / Âges,Koun-fao / Féminin / 80 ans,Effectif de la population,Chap2.1_Population,2018,82
Département / Sexe / Âges,Koun-fao / Féminin / 81 ans,Effectif de la population,Chap2.1_Population,2018,48
Département / Sexe / Âges,Koun-fao / Féminin / 82 ans,Effectif de la population,Chap2.1_Population,2018,52
Département / Sexe / Âges,Koun-fao / Féminin / 83 ans,Effectif de la population,Chap2.1_Population,2018,47
Département / Sexe / Âges,Koun-fao / Féminin / 84 ans,Effectif de la population,Chap2.1_Population,2018,63
Département / Sexe / Âges,Koun-fao / Féminin / 85 ans,Effectif de la population,Chap2.1_Population,2018,34
Département / Sexe / Âges,Koun-fao / Féminin / 86 ans,Effectif de la population,Chap2.1_Population,2018,29
Département / Sexe / Âges,Koun-fao / Féminin / 87 ans,Effectif de la population,Chap2.1_Population,2018,10
Département / Sexe / Âges,Koun-fao / Féminin / 88 ans,Effectif de la population,Chap2.1_Population,2018,12
Département / Sexe / Âges,Koun-fao / Féminin / 89 ans,Effectif de la population,Chap2.1_Population,2018,16
Département / Sexe / Âges,Koun-fao / Féminin / 90 ans,Effectif de la population,Chap2.1_Population,2018,16
Département / Sexe / Âges,Koun-fao / Féminin / 91 ans,Effectif de la population,Chap2.1_Population,2018,9
Département / Sexe / Âges,Koun-fao / Féminin / 92 ans,Effectif de la population,Chap2.1_Population,2018,7
Département / Sexe / Âges,Koun-fao / Féminin / 93 ans,Effectif de la population,Chap2.1_Population,2018,7
Département / Sexe / Âges,Koun-fao / Féminin / 94 ans,Effectif de la population,Chap2.1_Population,2018,18
Département / Sexe / Âges,Koun-fao / Féminin / 95 ans et plus,Effectif de la population,Chap2.1_Population,2018,34
Département / Sexe / Âges,Koun-fao / Féminin / Total,Effectif de la population,Chap2.1_Population,2018,60171
Département / Sexe / Âges,Koun-fao / Total / 0 an,Effectif de la population,Chap2.1_Population,2018,4529
Département / Sexe / Âges,Koun-fao / Total / 1 an,Effectif de la population,Chap2.1_Population,2018,3759
Département / Sexe / Âges,Koun-fao / Total / 2 ans,Effectif de la population,Chap2.1_Population,2018,4243
Département / Sexe / Âges,Koun-fao / Total / 3 ans,Effectif de la population,Chap2.1_Population,2018,3801
Département / Sexe / Âges,Koun-fao / Total / 4 ans,Effectif de la population,Chap2.1_Population,2018,3869
Département / Sexe / Âges,Koun-fao / Total / 5 ans,Effectif de la population,Chap2.1_Population,2018,3838
Département / Sexe / Âges,Koun-fao / Total / 6 ans,Effectif de la population,Chap2.1_Population,2018,3804
Département / Sexe / Âges,Koun-fao / Total / 7 ans,Effectif de la population,Chap2.1_Population,2018,3600
Département / Sexe / Âges,Koun-fao / Total / 8 ans,Effectif de la population,Chap2.1_Population,2018,3592
Département / Sexe / Âges,Koun-fao / Total / 9 ans,Effectif de la population,Chap2.1_Population,2018,3148
Département / Sexe / Âges,Koun-fao / Total / 10 ans,Effectif de la population,Chap2.1_Population,2018,3607
Département / Sexe / Âges,Koun-fao / Total / 11 ans,Effectif de la population,Chap2.1_Population,2018,3095
Département / Sexe / Âges,Koun-fao / Total / 12 ans,Effectif de la population,Chap2.1_Population,2018,3288
Département / Sexe / Âges,Koun-fao / Total / 13 ans,Effectif de la population,Chap2.1_Population,2018,3022
Département / Sexe / Âges,Koun-fao / Total / 14 ans,Effectif de la population,Chap2.1_Population,2018,3101
Département / Sexe / Âges,Koun-fao / Total / 15 ans,Effectif de la population,Chap2.1_Population,2018,2623
Département / Sexe / Âges,Koun-fao / Total / 16 ans,Effectif de la population,Chap2.1_Population,2018,2076
Département / Sexe / Âges,Koun-fao / Total / 17 ans,Effectif de la population,Chap2.1_Population,2018,1744
Département / Sexe / Âges,Koun-fao / Total / 18 ans,Effectif de la population,Chap2.1_Population,2018,1949
Département / Sexe / Âges,Koun-fao / Total / 19 ans,Effectif de la population,Chap2.1_Population,2018,1604
Département / Sexe / Âges,Koun-fao / Total / 20 ans,Effectif de la population,Chap2.1_Population,2018,2199
Département / Sexe / Âges,Koun-fao / Total / 21 ans,Effectif de la population,Chap2.1_Population,2018,1528
Département / Sexe / Âges,Koun-fao / Total / 22 ans,Effectif de la population,Chap2.1_Population,2018,1583
Département / Sexe / Âges,Koun-fao / Total / 23 ans,Effectif de la population,Chap2.1_Population,2018,1689
Département / Sexe / Âges,Koun-fao / Total / 24 ans,Effectif de la population,Chap2.1_Population,2018,1904
Département / Sexe / Âges,Koun-fao / Total / 25 ans,Effectif de la population,Chap2.1_Population,2018,2284
Département / Sexe / Âges,Koun-fao / Total / 26 ans,Effectif de la population,Chap2.1_Population,2018,1684
Département / Sexe / Âges,Koun-fao / Total / 27 ans,Effectif de la population,Chap2.1_Population,2018,1787
Département / Sexe / Âges,Koun-fao / Total / 28 ans,Effectif de la population,Chap2.1_Population,2018,1632
Département / Sexe / Âges,Koun-fao / Total / 29 ans,Effectif de la population,Chap2.1_Population,2018,1489
Département / Sexe / Âges,Koun-fao / Total / 30 ans,Effectif de la population,Chap2.1_Population,2018,2147
Département / Sexe / Âges,Koun-fao / Total / 31 ans,Effectif de la population,Chap2.1_Population,2018,1405
Département / Sexe / Âges,Koun-fao / Total / 32 ans,Effectif de la population,Chap2.1_Population,2018,1481
Département / Sexe / Âges,Koun-fao / Total / 33 ans,Effectif de la population,Chap2.1_Population,2018,1615
Département / Sexe / Âges,Koun-fao / Total / 34 ans,Effectif de la population,Chap2.1_Population,2018,1728
Département / Sexe / Âges,Koun-fao / Total / 35 ans,Effectif de la population,Chap2.1_Population,2018,1776
Département / Sexe / Âges,Koun-fao / Total / 36 ans,Effectif de la population,Chap2.1_Population,2018,1307
Département / Sexe / Âges,Koun-fao / Total / 37 ans,Effectif de la population,Chap2.1_Population,2018,1237
Département / Sexe / Âges,Koun-fao / Total / 38 ans,Effectif de la population,Chap2.1_Population,2018,1228
Département / Sexe / Âges,Koun-fao / Total / 39 ans,Effectif de la population,Chap2.1_Population,2018,1178
Département / Sexe / Âges,Koun-fao / Total / 40 ans,Effectif de la population,Chap2.1_Population,2018,1638
Département / Sexe / Âges,Koun-fao / Total / 41 ans,Effectif de la population,Chap2.1_Population,2018,1066
Département / Sexe / Âges,Koun-fao / Total / 42 ans,Effectif de la population,Chap2.1_Population,2018,1087
Département / Sexe / Âges,Koun-fao / Total / 43 ans,Effectif de la population,Chap2.1_Population,2018,939
Département / Sexe / Âges,Koun-fao / Total / 44 ans,Effectif de la population,Chap2.1_Population,2018,1083
Département / Sexe / Âges,Koun-fao / Total / 45 ans,Effectif de la population,Chap2.1_Population,2018,1108
Département / Sexe / Âges,Koun-fao / Total / 46 ans,Effectif de la population,Chap2.1_Population,2018,940
Département / Sexe / Âges,Koun-fao / Total / 47 ans,Effectif de la population,Chap2.1_Population,2018,876
Département / Sexe / Âges,Koun-fao / Total / 48 ans,Effectif de la population,Chap2.1_Population,2018,905
Département / Sexe / Âges,Koun-fao / Total / 49 ans,Effectif de la population,Chap2.1_Population,2018,907
Département / Sexe / Âges,Koun-fao / Total / 50 ans,Effectif de la population,Chap2.1_Population,2018,1009
Département / Sexe / Âges,Koun-fao / Total / 51 ans,Effectif de la population,Chap2.1_Population,2018,684
Département / Sexe / Âges,Koun-fao / Total / 52 ans,Effectif de la population,Chap2.1_Population,2018,616
Département / Sexe / Âges,Koun-fao / Total / 53 ans,Effectif de la population,Chap2.1_Population,2018,664
Département / Sexe / Âges,Koun-fao / Total / 54 ans,Effectif de la population,Chap2.1_Population,2018,839
Département / Sexe / Âges,Koun-fao / Total / 55 ans,Effectif de la population,Chap2.1_Population,2018,573
Département / Sexe / Âges,Koun-fao / Total / 56 ans,Effectif de la population,Chap2.1_Population,2018,532
Département / Sexe / Âges,Koun-fao / Total / 57 ans,Effectif de la population,Chap2.1_Population,2018,513
Département / Sexe / Âges,Koun-fao / Total / 58 ans,Effectif de la population,Chap2.1_Population,2018,554
Département / Sexe / Âges,Koun-fao / Total / 59 ans,Effectif de la population,Chap2.1_Population,2018,521
Département / Sexe / Âges,Koun-fao / Total / 60 ans,Effectif de la population,Chap2.1_Population,2018,654
Département / Sexe / Âges,Koun-fao / Total / 61 ans,Effectif de la population,Chap2.1_Population,2018,478
Département / Sexe / Âges,Koun-fao / Total / 62 ans,Effectif de la population,Chap2.1_Population,2018,445
Département / Sexe / Âges,Koun-fao / Total / 63 ans,Effectif de la population,Chap2.1_Population,2018,457
Département / Sexe / Âges,Koun-fao / Total / 64 ans,Effectif de la population,Chap2.1_Population,2018,643
Département / Sexe / Âges,Koun-fao / Total / 65 ans,Effectif de la population,Chap2.1_Population,2018,522
Département / Sexe / Âges,Koun-fao / Total / 66 ans,Effectif de la population,Chap2.1_Population,2018,421
Département / Sexe / Âges,Koun-fao / Total / 67 ans,Effectif de la population,Chap2.1_Population,2018,371
Département / Sexe / Âges,Koun-fao / Total / 68 ans,Effectif de la population,Chap2.1_Population,2018,433
Département / Sexe / Âges,Koun-fao / Total / 69 ans,Effectif de la population,Chap2.1_Population,2018,454
Département / Sexe / Âges,Koun-fao / Total / 70 ans,Effectif de la population,Chap2.1_Population,2018,418
Département / Sexe / Âges,Koun-fao / Total / 71 ans,Effectif de la population,Chap2.1_Population,2018,310
Département / Sexe / Âges,Koun-fao / Total / 72 ans,Effectif de la population,Chap2.1_Population,2018,258
Département / Sexe / Âges,Koun-fao / Total / 73 ans,Effectif de la population,Chap2.1_Population,2018,287
Département / Sexe / Âges,Koun-fao / Total / 74 ans,Effectif de la population,Chap2.1_Population,2018,372
Département / Sexe / Âges,Koun-fao / Total / 75 ans,Effectif de la population,Chap2.1_Population,2018,227
Département / Sexe / Âges,Koun-fao / Total / 76 ans,Effectif de la population,Chap2.1_Population,2018,207
Département / Sexe / Âges,Koun-fao / Total / 77 ans,Effectif de la population,Chap2.1_Population,2018,157
Département / Sexe / Âges,Koun-fao / Total / 78 ans,Effectif de la population,Chap2.1_Population,2018,168
Département / Sexe / Âges,Koun-fao / Total / 79 ans,Effectif de la population,Chap2.1_Population,2018,150
Département / Sexe / Âges,Koun-fao / Total / 80 ans,Effectif de la population,Chap2.1_Population,2018,158
Département / Sexe / Âges,Koun-fao / Total / 81 ans,Effectif de la population,Chap2.1_Population,2018,91
Département / Sexe / Âges,Koun-fao / Total / 82 ans,Effectif de la population,Chap2.1_Population,2018,92
Département / Sexe / Âges,Koun-fao / Total / 83 ans,Effectif de la population,Chap2.1_Population,2018,87
Département / Sexe / Âges,Koun-fao / Total / 84 ans,Effectif de la population,Chap2.1_Population,2018,101
Département / Sexe / Âges,Koun-fao / Total / 85 ans,Effectif de la population,Chap2.1_Population,2018,56
Département / Sexe / Âges,Koun-fao / Total / 86 ans,Effectif de la population,Chap2.1_Population,2018,42
Département / Sexe / Âges,Koun-fao / Total / 87 ans,Effectif de la population,Chap2.1_Population,2018,19
Département / Sexe / Âges,Koun-fao / Total / 88 ans,Effectif de la population,Chap2.1_Population,2018,21
Département / Sexe / Âges,Koun-fao / Total / 89 ans,Effectif de la population,Chap2.1_Population,2018,35
Département / Sexe / Âges,Koun-fao / Total / 90 ans,Effectif de la population,Chap2.1_Population,2018,36
Département / Sexe / Âges,Koun-fao / Total / 91 ans,Effectif de la population,Chap2.1_Population,2018,20
Département / Sexe / Âges,Koun-fao / Total / 92 ans,Effectif de la population,Chap2.1_Population,2018,12
Département / Sexe / Âges,Koun-fao / Total / 93 ans,Effectif de la population,Chap2.1_Population,2018,10
Département / Sexe / Âges,Koun-fao / Total / 94 ans,Effectif de la population,Chap2.1_Population,2018,35
Département / Sexe / Âges,Koun-fao / Total / 95 ans et plus,Effectif de la population,Chap2.1_Population,2018,47
Département / Sexe / Âges,Koun-fao / Total / Total,Effectif de la population,Chap2.1_Population,2018,122521
Département / Sexe / Âges,Sandegue / Masculin / 0 an,Effectif de la population,Chap2.1_Population,2018,908
Département / Sexe / Âges,Sandegue / Masculin / 1 an,Effectif de la population,Chap2.1_Population,2018,1070
Département / Sexe / Âges,Sandegue / Masculin / 2 ans,Effectif de la population,Chap2.1_Population,2018,1292
Département / Sexe / Âges,Sandegue / Masculin / 3 ans,Effectif de la population,Chap2.1_Population,2018,1180
Département / Sexe / Âges,Sandegue / Masculin / 4 ans,Effectif de la population,Chap2.1_Population,2018,1196
Département / Sexe / Âges,Sandegue / Masculin / 5 ans,Effectif de la population,Chap2.1_Population,2018,1181
Département / Sexe / Âges,Sandegue / Masculin / 6 ans,Effectif de la population,Chap2.1_Population,2018,1188
Département / Sexe / Âges,Sandegue / Masculin / 7 ans,Effectif de la population,Chap2.1_Population,2018,1077
Département / Sexe / Âges,Sandegue / Masculin / 8 ans,Effectif de la population,Chap2.1_Population,2018,1018
Département / Sexe / Âges,Sandegue / Masculin / 9 ans,Effectif de la population,Chap2.1_Population,2018,842
Département / Sexe / Âges,Sandegue / Masculin / 10 ans,Effectif de la population,Chap2.1_Population,2018,1185
Département / Sexe / Âges,Sandegue / Masculin / 11 ans,Effectif de la population,Chap2.1_Population,2018,669
Département / Sexe / Âges,Sandegue / Masculin / 12 ans,Effectif de la population,Chap2.1_Population,2018,1024
Département / Sexe / Âges,Sandegue / Masculin / 13 ans,Effectif de la population,Chap2.1_Population,2018,835
Département / Sexe / Âges,Sandegue / Masculin / 14 ans,Effectif de la population,Chap2.1_Population,2018,797
Département / Sexe / Âges,Sandegue / Masculin / 15 ans,Effectif de la population,Chap2.1_Population,2018,797
Département / Sexe / Âges,Sandegue / Masculin / 16 ans,Effectif de la population,Chap2.1_Population,2018,587
Département / Sexe / Âges,Sandegue / Masculin / 17 ans,Effectif de la population,Chap2.1_Population,2018,434
Département / Sexe / Âges,Sandegue / Masculin / 18 ans,Effectif de la population,Chap2.1_Population,2018,526
Département / Sexe / Âges,Sandegue / Masculin / 19 ans,Effectif de la population,Chap2.1_Population,2018,349
Département / Sexe / Âges,Sandegue / Masculin / 20 ans,Effectif de la population,Chap2.1_Population,2018,558
Département / Sexe / Âges,Sandegue / Masculin / 21 ans,Effectif de la population,Chap2.1_Population,2018,326
Département / Sexe / Âges,Sandegue / Masculin / 22 ans,Effectif de la population,Chap2.1_Population,2018,429
Département / Sexe / Âges,Sandegue / Masculin / 23 ans,Effectif de la population,Chap2.1_Population,2018,410
Département / Sexe / Âges,Sandegue / Masculin / 24 ans,Effectif de la population,Chap2.1_Population,2018,423
Département / Sexe / Âges,Sandegue / Masculin / 25 ans,Effectif de la population,Chap2.1_Population,2018,509
Département / Sexe / Âges,Sandegue / Masculin / 26 ans,Effectif de la population,Chap2.1_Population,2018,353
Département / Sexe / Âges,Sandegue / Masculin / 27 ans,Effectif de la population,Chap2.1_Population,2018,431
Département / Sexe / Âges,Sandegue / Masculin / 28 ans,Effectif de la population,Chap2.1_Population,2018,365
Département / Sexe / Âges,Sandegue / Masculin / 29 ans,Effectif de la population,Chap2.1_Population,2018,257
Département / Sexe / Âges,Sandegue / Masculin / 30 ans,Effectif de la population,Chap2.1_Population,2018,456
Département / Sexe / Âges,Sandegue / Masculin / 31 ans,Effectif de la population,Chap2.1_Population,2018,251
Département / Sexe / Âges,Sandegue / Masculin / 32 ans,Effectif de la population,Chap2.1_Population,2018,347
Département / Sexe / Âges,Sandegue / Masculin / 33 ans,Effectif de la population,Chap2.1_Population,2018,317
Département / Sexe / Âges,Sandegue / Masculin / 34 ans,Effectif de la population,Chap2.1_Population,2018,387
Département / Sexe / Âges,Sandegue / Masculin / 35 ans,Effectif de la population,Chap2.1_Population,2018,384
Département / Sexe / Âges,Sandegue / Masculin / 36 ans,Effectif de la population,Chap2.1_Population,2018,296
Département / Sexe / Âges,Sandegue / Masculin / 37 ans,Effectif de la population,Chap2.1_Population,2018,328
Département / Sexe / Âges,Sandegue / Masculin / 38 ans,Effectif de la population,Chap2.1_Population,2018,218
Département / Sexe / Âges,Sandegue / Masculin / 39 ans,Effectif de la population,Chap2.1_Population,2018,240
Département / Sexe / Âges,Sandegue / Masculin / 40 ans,Effectif de la population,Chap2.1_Population,2018,318
Département / Sexe / Âges,Sandegue / Masculin / 41 ans,Effectif de la population,Chap2.1_Population,2018,226
Département / Sexe / Âges,Sandegue / Masculin / 42 ans,Effectif de la population,Chap2.1_Population,2018,245
Département / Sexe / Âges,Sandegue / Masculin / 43 ans,Effectif de la population,Chap2.1_Population,2018,223
Département / Sexe / Âges,Sandegue / Masculin / 44 ans,Effectif de la population,Chap2.1_Population,2018,237
Département / Sexe / Âges,Sandegue / Masculin / 45 ans,Effectif de la population,Chap2.1_Population,2018,306
Département / Sexe / Âges,Sandegue / Masculin / 46 ans,Effectif de la population,Chap2.1_Population,2018,179
Département / Sexe / Âges,Sandegue / Masculin / 47 ans,Effectif de la population,Chap2.1_Population,2018,156
Département / Sexe / Âges,Sandegue / Masculin / 48 ans,Effectif de la population,Chap2.1_Population,2018,120
Département / Sexe / Âges,Sandegue / Masculin / 49 ans,Effectif de la population,Chap2.1_Population,2018,161
Département / Sexe / Âges,Sandegue / Masculin / 50 ans,Effectif de la population,Chap2.1_Population,2018,205
Département / Sexe / Âges,Sandegue / Masculin / 51 ans,Effectif de la population,Chap2.1_Population,2018,159
Département / Sexe / Âges,Sandegue / Masculin / 52 ans,Effectif de la population,Chap2.1_Population,2018,122
Département / Sexe / Âges,Sandegue / Masculin / 53 ans,Effectif de la population,Chap2.1_Population,2018,124
Département / Sexe / Âges,Sandegue / Masculin / 54 ans,Effectif de la population,Chap2.1_Population,2018,160
Département / Sexe / Âges,Sandegue / Masculin / 55 ans,Effectif de la population,Chap2.1_Population,2018,107
Département / Sexe / Âges,Sandegue / Masculin / 56 ans,Effectif de la population,Chap2.1_Population,2018,127
Département / Sexe / Âges,Sandegue / Masculin / 57 ans,Effectif de la population,Chap2.1_Population,2018,101
Département / Sexe / Âges,Sandegue / Masculin / 58 ans,Effectif de la population,Chap2.1_Population,2018,120
Département / Sexe / Âges,Sandegue / Masculin / 59 ans,Effectif de la population,Chap2.1_Population,2018,85
Département / Sexe / Âges,Sandegue / Masculin / 60 ans,Effectif de la population,Chap2.1_Population,2018,113
Département / Sexe / Âges,Sandegue / Masculin / 61 ans,Effectif de la population,Chap2.1_Population,2018,58
Département / Sexe / Âges,Sandegue / Masculin / 62 ans,Effectif de la population,Chap2.1_Population,2018,55
Département / Sexe / Âges,Sandegue / Masculin / 63 ans,Effectif de la population,Chap2.1_Population,2018,82
Département / Sexe / Âges,Sandegue / Masculin / 64 ans,Effectif de la population,Chap2.1_Population,2018,85
Département / Sexe / Âges,Sandegue / Masculin / 65 ans,Effectif de la population,Chap2.1_Population,2018,66
Département / Sexe / Âges,Sandegue / Masculin / 66 ans,Effectif de la population,Chap2.1_Population,2018,59
Département / Sexe / Âges,Sandegue / Masculin / 67 ans,Effectif de la population,Chap2.1_Population,2018,61
Département / Sexe / Âges,Sandegue / Masculin / 68 ans,Effectif de la population,Chap2.1_Population,2018,50
Département / Sexe / Âges,Sandegue / Masculin / 69 ans,Effectif de la population,Chap2.1_Population,2018,54
Département / Sexe / Âges,Sandegue / Masculin / 70 ans,Effectif de la population,Chap2.1_Population,2018,80
Département / Sexe / Âges,Sandegue / Masculin / 71 ans,Effectif de la population,Chap2.1_Population,2018,56
Département / Sexe / Âges,Sandegue / Masculin / 72 ans,Effectif de la population,Chap2.1_Population,2018,47
Département / Sexe / Âges,Sandegue / Masculin / 73 ans,Effectif de la population,Chap2.1_Population,2018,75
Département / Sexe / Âges,Sandegue / Masculin / 74 ans,Effectif de la population,Chap2.1_Population,2018,53
Département / Sexe / Âges,Sandegue / Masculin / 75 ans,Effectif de la population,Chap2.1_Population,2018,36
Département / Sexe / Âges,Sandegue / Masculin / 76 ans,Effectif de la population,Chap2.1_Population,2018,35
Département / Sexe / Âges,Sandegue / Masculin / 77 ans,Effectif de la population,Chap2.1_Population,2018,17
Département / Sexe / Âges,Sandegue / Masculin / 78 ans,Effectif de la population,Chap2.1_Population,2018,28
Département / Sexe / Âges,Sandegue / Masculin / 79 ans,Effectif de la population,Chap2.1_Population,2018,15
Département / Sexe / Âges,Sandegue / Masculin / 80 ans,Effectif de la population,Chap2.1_Population,2018,31
Département / Sexe / Âges,Sandegue / Masculin / 81 ans,Effectif de la population,Chap2.1_Population,2018,9
Département / Sexe / Âges,Sandegue / Masculin / 82 ans,Effectif de la population,Chap2.1_Population,2018,6
Département / Sexe / Âges,Sandegue / Masculin / 83 ans,Effectif de la population,Chap2.1_Population,2018,13
Département / Sexe / Âges,Sandegue / Masculin / 84 ans,Effectif de la population,Chap2.1_Population,2018,17
Département / Sexe / Âges,Sandegue / Masculin / 85 ans,Effectif de la population,Chap2.1_Population,2018,9
Département / Sexe / Âges,Sandegue / Masculin / 86 ans,Effectif de la population,Chap2.1_Population,2018,5
Département / Sexe / Âges,Sandegue / Masculin / 87 ans,Effectif de la population,Chap2.1_Population,2018,3
Département / Sexe / Âges,Sandegue / Masculin / 88 ans,Effectif de la population,Chap2.1_Population,2018,6
Département / Sexe / Âges,Sandegue / Masculin / 89 ans,Effectif de la population,Chap2.1_Population,2018,2
Département / Sexe / Âges,Sandegue / Masculin / 90 ans,Effectif de la population,Chap2.1_Population,2018,4
Département / Sexe / Âges,Sandegue / Masculin / 91 ans,Effectif de la population,Chap2.1_Population,2018,3
Département / Sexe / Âges,Sandegue / Masculin / 92 ans,Effectif de la population,Chap2.1_Population,2018,1
Département / Sexe / Âges,Sandegue / Masculin / 93 ans,Effectif de la population,Chap2.1_Population,2018,2
Département / Sexe / Âges,Sandegue / Masculin / 94 ans,Effectif de la population,Chap2.1_Population,2018,2
Département / Sexe / Âges,Sandegue / Masculin / 95 ans et plus,Effectif de la population,Chap2.1_Population,2018,23
Département / Sexe / Âges,Sandegue / Masculin / Total,Effectif de la population,Chap2.1_Population,2018,30182
Département / Sexe / Âges,Sandegue / Féminin / 0 an,Effectif de la population,Chap2.1_Population,2018,898
Département / Sexe / Âges,Sandegue / Féminin / 1 an,Effectif de la population,Chap2.1_Population,2018,942
Département / Sexe / Âges,Sandegue / Féminin / 2 ans,Effectif de la population,Chap2.1_Population,2018,1158
