Dimension,Modalites,Indicateurs,Chapitre_annuaire,Année,Valeurs
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 8 ans,Effectif de la population,,2019,550.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 9 ans,Effectif de la population,,2019,301.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 10 ans,Effectif de la population,,2019,401.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 11 ans,Effectif de la population,,2019,200.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 12 ans,Effectif de la population,,2019,311.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 13 ans,Effectif de la population,,2019,225.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 14 ans,Effectif de la population,,2019,324.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 15 ans,Effectif de la population,,2019,287.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 16 ans,Effectif de la population,,2019,194.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 17 ans,Effectif de la population,,2019,156.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 18 ans,Effectif de la population,,2019,316.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 19 ans,Effectif de la population,,2019,215.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 20 ans,Effectif de la population,,2019,463.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 21 ans,Effectif de la population,,2019,226.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 22 ans,Effectif de la population,,2019,274.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 23 ans,Effectif de la population,,2019,234.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 24 ans,Effectif de la population,,2019,303.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 25 ans,Effectif de la population,,2019,519.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 26 ans,Effectif de la population,,2019,287.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 27 ans,Effectif de la population,,2019,292.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 28 ans,Effectif de la population,,2019,273.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 29 ans,Effectif de la population,,2019,191.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 30 ans,Effectif de la population,,2019,452.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 31 ans,Effectif de la population,,2019,132.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 32 ans,Effectif de la population,,2019,158.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 33 ans,Effectif de la population,,2019,140.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 34 ans,Effectif de la population,,2019,298.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 35 ans,Effectif de la population,,2019,303.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 36 ans,Effectif de la population,,2019,149.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 37 ans,Effectif de la population,,2019,119.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 38 ans,Effectif de la population,,2019,116.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 39 ans,Effectif de la population,,2019,102.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 40 ans,Effectif de la population,,2019,220.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 41 ans,Effectif de la population,,2019,72.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 42 ans,Effectif de la population,,2019,82.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 43 ans,Effectif de la population,,2019,86.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 44 ans,Effectif de la population,,2019,119.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 45 ans,Effectif de la population,,2019,191.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 46 ans,Effectif de la population,,2019,90.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 47 ans,Effectif de la population,,2019,62.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 48 ans,Effectif de la population,,2019,96.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 49 ans,Effectif de la population,,2019,75.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 50 ans,Effectif de la population,,2019,133.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 51 ans,Effectif de la population,,2019,53.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 52 ans,Effectif de la population,,2019,39.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 53 ans,Effectif de la population,,2019,45.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 54 ans,Effectif de la population,,2019,106.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 55 ans,Effectif de la population,,2019,66.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 56 ans,Effectif de la population,,2019,74.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 57 ans,Effectif de la population,,2019,46.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 58 ans,Effectif de la population,,2019,51.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 59 ans,Effectif de la population,,2019,40.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 60 ans,Effectif de la population,,2019,81.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 61 ans,Effectif de la population,,2019,33.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 62 ans,Effectif de la population,,2019,15.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 63 ans,Effectif de la population,,2019,13.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 64 ans,Effectif de la population,,2019,39.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 65 ans,Effectif de la population,,2019,34.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 66 ans,Effectif de la population,,2019,9.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 67 ans,Effectif de la population,,2019,15.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 68 ans,Effectif de la population,,2019,14.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 69 ans,Effectif de la population,,2019,15.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 70 ans,Effectif de la population,,2019,51.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 71 ans,Effectif de la population,,2019,1.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 72 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 73 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 74 ans,Effectif de la population,,2019,8.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 75 ans,Effectif de la population,,2019,26.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 76 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 77 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 78 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 79 ans,Effectif de la population,,2019,5.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 80 ans,Effectif de la population,,2019,40.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 81 ans,Effectif de la population,,2019,6.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 82 ans,Effectif de la population,,2019,1.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 84 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 85 ans,Effectif de la population,,2019,8.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 88 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 90 ans,Effectif de la population,,2019,5.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 91 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / 95 ans et plus,Effectif de la population,,2019,10.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Féminin / Total,Effectif de la population,,2019,15963.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 0 an,Effectif de la population,,2019,1142.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 1 an,Effectif de la population,,2019,1591.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 2 ans,Effectif de la population,,2019,1735.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 3 ans,Effectif de la population,,2019,1454.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 4 ans,Effectif de la population,,2019,1449.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 5 ans,Effectif de la population,,2019,1331.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 6 ans,Effectif de la population,,2019,1300.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 7 ans,Effectif de la population,,2019,967.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 8 ans,Effectif de la population,,2019,1068.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 9 ans,Effectif de la population,,2019,678.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 10 ans,Effectif de la population,,2019,987.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 11 ans,Effectif de la population,,2019,490.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 12 ans,Effectif de la population,,2019,723.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 13 ans,Effectif de la population,,2019,562.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 14 ans,Effectif de la population,,2019,629.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 15 ans,Effectif de la population,,2019,646.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 16 ans,Effectif de la population,,2019,376.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 17 ans,Effectif de la population,,2019,326.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 18 ans,Effectif de la population,,2019,563.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 19 ans,Effectif de la population,,2019,406.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 20 ans,Effectif de la population,,2019,822.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 21 ans,Effectif de la population,,2019,415.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 22 ans,Effectif de la population,,2019,500.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 23 ans,Effectif de la population,,2019,446.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 24 ans,Effectif de la population,,2019,523.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 25 ans,Effectif de la population,,2019,831.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 26 ans,Effectif de la population,,2019,516.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 27 ans,Effectif de la population,,2019,520.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 28 ans,Effectif de la population,,2019,481.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 29 ans,Effectif de la population,,2019,363.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 30 ans,Effectif de la population,,2019,754.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 31 ans,Effectif de la population,,2019,275.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 32 ans,Effectif de la population,,2019,338.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 33 ans,Effectif de la population,,2019,276.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 34 ans,Effectif de la population,,2019,507.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 35 ans,Effectif de la population,,2019,504.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 36 ans,Effectif de la population,,2019,316.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 37 ans,Effectif de la population,,2019,254.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 38 ans,Effectif de la population,,2019,232.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 39 ans,Effectif de la population,,2019,243.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 40 ans,Effectif de la population,,2019,454.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 41 ans,Effectif de la population,,2019,170.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 42 ans,Effectif de la population,,2019,179.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 43 ans,Effectif de la population,,2019,165.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 44 ans,Effectif de la population,,2019,267.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 45 ans,Effectif de la population,,2019,371.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 46 ans,Effectif de la population,,2019,211.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 47 ans,Effectif de la population,,2019,144.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 48 ans,Effectif de la population,,2019,206.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 49 ans,Effectif de la population,,2019,150.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 50 ans,Effectif de la population,,2019,266.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 51 ans,Effectif de la population,,2019,114.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 52 ans,Effectif de la population,,2019,98.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 53 ans,Effectif de la population,,2019,90.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 54 ans,Effectif de la population,,2019,215.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 55 ans,Effectif de la population,,2019,128.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 56 ans,Effectif de la population,,2019,116.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 57 ans,Effectif de la population,,2019,104.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 58 ans,Effectif de la population,,2019,106.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 59 ans,Effectif de la population,,2019,95.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 60 ans,Effectif de la population,,2019,144.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 61 ans,Effectif de la population,,2019,68.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 62 ans,Effectif de la population,,2019,32.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 63 ans,Effectif de la population,,2019,36.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 64 ans,Effectif de la population,,2019,70.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 65 ans,Effectif de la population,,2019,56.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 66 ans,Effectif de la population,,2019,35.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 67 ans,Effectif de la population,,2019,52.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 68 ans,Effectif de la population,,2019,38.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 69 ans,Effectif de la population,,2019,42.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 70 ans,Effectif de la population,,2019,101.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 71 ans,Effectif de la population,,2019,9.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 72 ans,Effectif de la population,,2019,10.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 73 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 74 ans,Effectif de la population,,2019,26.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 75 ans,Effectif de la population,,2019,41.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 76 ans,Effectif de la population,,2019,15.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 77 ans,Effectif de la population,,2019,13.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 78 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 79 ans,Effectif de la population,,2019,10.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 80 ans,Effectif de la population,,2019,63.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 81 ans,Effectif de la population,,2019,6.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 82 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 83 ans,Effectif de la population,,2019,1.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 84 ans,Effectif de la population,,2019,13.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 85 ans,Effectif de la population,,2019,9.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 86 ans,Effectif de la population,,2019,3.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 88 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 90 ans,Effectif de la population,,2019,6.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 91 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / 95 ans et plus,Effectif de la population,,2019,11.0
Sous-préfecture / Sexe / Âges,ONDEFIDOUO / Total / Total,Effectif de la population,,2019,32123.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 0 an,Effectif de la population,,2019,366.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 1 an,Effectif de la population,,2019,302.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 2 ans,Effectif de la population,,2019,342.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 3 ans,Effectif de la population,,2019,334.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 4 ans,Effectif de la population,,2019,380.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 5 ans,Effectif de la population,,2019,360.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 6 ans,Effectif de la population,,2019,319.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 7 ans,Effectif de la population,,2019,270.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 8 ans,Effectif de la population,,2019,285.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 9 ans,Effectif de la population,,2019,174.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 10 ans,Effectif de la population,,2019,329.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 11 ans,Effectif de la population,,2019,133.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 12 ans,Effectif de la population,,2019,184.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 13 ans,Effectif de la population,,2019,153.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 14 ans,Effectif de la population,,2019,191.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 15 ans,Effectif de la population,,2019,201.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 16 ans,Effectif de la population,,2019,88.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 17 ans,Effectif de la population,,2019,80.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 18 ans,Effectif de la population,,2019,111.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 19 ans,Effectif de la population,,2019,67.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 20 ans,Effectif de la population,,2019,183.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 21 ans,Effectif de la population,,2019,62.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 22 ans,Effectif de la population,,2019,102.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 23 ans,Effectif de la population,,2019,82.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 24 ans,Effectif de la population,,2019,124.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 25 ans,Effectif de la population,,2019,157.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 26 ans,Effectif de la population,,2019,78.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 27 ans,Effectif de la population,,2019,74.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 28 ans,Effectif de la population,,2019,81.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 29 ans,Effectif de la population,,2019,63.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 30 ans,Effectif de la population,,2019,116.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 31 ans,Effectif de la population,,2019,77.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 32 ans,Effectif de la population,,2019,70.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 33 ans,Effectif de la population,,2019,59.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 34 ans,Effectif de la population,,2019,111.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 35 ans,Effectif de la population,,2019,105.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 36 ans,Effectif de la population,,2019,50.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 37 ans,Effectif de la population,,2019,35.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 38 ans,Effectif de la population,,2019,43.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 39 ans,Effectif de la population,,2019,57.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 40 ans,Effectif de la population,,2019,96.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 41 ans,Effectif de la population,,2019,38.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 42 ans,Effectif de la population,,2019,32.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 43 ans,Effectif de la population,,2019,37.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 44 ans,Effectif de la population,,2019,51.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 45 ans,Effectif de la population,,2019,53.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 46 ans,Effectif de la population,,2019,37.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 47 ans,Effectif de la population,,2019,34.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 48 ans,Effectif de la population,,2019,29.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 49 ans,Effectif de la population,,2019,23.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 50 ans,Effectif de la population,,2019,50.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 51 ans,Effectif de la population,,2019,25.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 52 ans,Effectif de la population,,2019,14.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 53 ans,Effectif de la population,,2019,17.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 54 ans,Effectif de la population,,2019,29.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 55 ans,Effectif de la population,,2019,26.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 56 ans,Effectif de la population,,2019,15.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 57 ans,Effectif de la population,,2019,14.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 58 ans,Effectif de la population,,2019,24.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 59 ans,Effectif de la population,,2019,14.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 60 ans,Effectif de la population,,2019,17.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 61 ans,Effectif de la population,,2019,17.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 62 ans,Effectif de la population,,2019,14.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 63 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 64 ans,Effectif de la population,,2019,21.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 65 ans,Effectif de la population,,2019,15.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 66 ans,Effectif de la population,,2019,6.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 67 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 68 ans,Effectif de la population,,2019,6.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 69 ans,Effectif de la population,,2019,21.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 70 ans,Effectif de la population,,2019,19.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 71 ans,Effectif de la population,,2019,6.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 72 ans,Effectif de la population,,2019,7.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 73 ans,Effectif de la population,,2019,9.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 74 ans,Effectif de la population,,2019,13.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 75 ans,Effectif de la population,,2019,2.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 76 ans,Effectif de la population,,2019,5.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 77 ans,Effectif de la population,,2019,1.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 78 ans,Effectif de la population,,2019,1.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 79 ans,Effectif de la population,,2019,5.0
Sous-préfecture / Sexe / Âges,YOUNDOUO / Masculin / 80 ans,Effectif de la population,,2019,1.0
